,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G-TP,TP,TPint,TA,TR,Gls./90,Ast/90,G+A/90,G-TP/90,G+A-TP/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Partidos,Temporada,Equipo
2427,Recio,es ESP,CC,29,17,8,734,8.2,1,0,0,1,1,5,0,0.12,0.00,0.12,0.00,0.00,1.2,0.5,0.7,1.2,0.15,0.09,0.24,0.06,0.14,Partidos,2020-2021,Eibar
2428,Aleix García,es ESP,CC,23,11,5,437,4.9,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,0.8,1.2,0.07,0.17,0.24,0.07,0.24,Partidos,2020-2021,Eibar
2429,Yoel,es ESP,PO,31,4,3,300,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2020-2021,Eibar
2430,Damian Kądzior,pl POL,"DL,CC",28,6,2,195,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06,Partidos,2020-2021,Eibar
2431,Álvaro Tejero,es ESP,DF,24,2,1,110,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.03,0.16,0.18,0.03,0.18,Partidos,2020-2021,Eibar
2432,Unai Dufur,es ESP,DF,21,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2020-2021,Eibar
2433,Eñaut Mendía,es ESP,DL,21,1,1,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Partidos,2020-2021,Eibar
2434,Quique,es ESP,"DL,CC",30,12,0,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.16,0.00,0.16,0.16,0.16,Partidos,2020-2021,Eibar
2435,Unai Arietaleanizbeaskoa,es ESP,"DL,CC",21,4,0,47,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Partidos,2020-2021,Eibar
2436,Sergio Cubero Ezcurra,es ESP,CC,20,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2020-2021,Eibar
2437,Roberto Olabe del Arco,es ESP,CC,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2020-2021,Eibar
2438,Unai Ayala,es ESP,PO,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2020-2021,Eibar
2439,José Antonio Martínez Gil,es ESP,DF,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2020-2021,Eibar
2440,Jon Mikel Magunagoitia,es ESP,PO,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2020-2021,Eibar
2441,Jens Jønsson,dk DEN,CC,27,35,33,"2,615",29.1,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.7,2.5,0.03,0.06,0.09,0.03,0.09,Partidos,2020-2021,Cádiz
2442,Jeremías Ledesma,ar ARG,PO,27,32,32,"2,880",32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2020-2021,Cádiz
2443,Alfonso Espino,uy URU,DF,28,32,31,"2,601",28.9,0,3,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.3,1.5,0.01,0.04,0.05,0.01,0.05,Partidos,2020-2021,Cádiz
2444,Isaac Carcelen,es ESP,DF,27,32,31,"2,581",28.7,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.0,1.4,0.01,0.03,0.05,0.01,0.05,Partidos,2020-2021,Cádiz
2445,Fali,es ESP,"DF,CC",26,34,29,"2,637",29.3,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.02,0.02,0.05,0.02,0.05,Partidos,2020-2021,Cádiz
2446,Álvaro Negredo,es ESP,DL,34,35,29,"2,198",24.4,8,4,8,0,0,5,1,0.33,0.16,0.49,0.33,0.49,6.3,6.3,3.6,9.9,0.26,0.15,0.40,0.26,0.40,Partidos,2020-2021,Cádiz
2447,Cala,es ESP,DF,30,28,26,"2,272",25.2,3,0,3,0,0,8,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.3,1.7,0.06,0.01,0.07,0.06,0.07,Partidos,2020-2021,Cádiz
2448,Salvi,es ESP,"CC,DL",29,28,25,"1,933",21.5,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,1.9,1.9,1.2,3.1,0.09,0.06,0.14,0.09,0.14,Partidos,2020-2021,Cádiz
2449,Marcos Mauro López Gutiérrez,ar ARG,DF,29,24,22,"1,825",20.3,2,0,2,0,0,2,1,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.1,1.5,0.07,0.00,0.08,0.07,0.08,Partidos,2020-2021,Cádiz
2450,Álex Fernández,es ESP,CC,27,25,21,"1,946",21.6,4,1,2,2,2,1,0,0.18,0.05,0.23,0.09,0.14,3.2,1.7,1.8,3.5,0.15,0.08,0.23,0.08,0.16,Partidos,2020-2021,Cádiz
2451,Anthony Lozano,hn HON,"DL,CC",27,29,18,"1,523",16.9,3,1,3,0,0,5,0,0.18,0.06,0.24,0.18,0.24,5.4,5.4,1.0,6.3,0.32,0.06,0.37,0.32,0.37,Partidos,2020-2021,Cádiz
2452,José Mari,es ESP,CC,32,22,18,"1,451",16.1,1,0,0,1,1,5,0,0.06,0.00,0.06,0.00,0.00,1.2,0.4,0.4,0.8,0.07,0.03,0.10,0.02,0.05,Partidos,2020-2021,Cádiz
2453,Alberto Perea,es ESP,CC,29,27,16,"1,549",17.2,2,3,2,0,0,0,0,0.12,0.17,0.29,0.12,0.29,1.3,1.3,2.4,3.7,0.08,0.14,0.21,0.08,0.21,Partidos,2020-2021,Cádiz
2454,Jairo Izquierdo,es ESP,"CC,DF",26,30,11,"1,277",14.2,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.9,1.8,0.06,0.07,0.12,0.06,0.12,Partidos,2020-2021,Cádiz
2455,Rubén Sobrino,es ESP,"DL,CC",28,16,11,"1,113",12.4,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,2.4,2.4,0.8,3.1,0.19,0.06,0.25,0.19,0.25,Partidos,2020-2021,Cádiz
2456,Carlos Akapo,gq EQG,DF,27,13,10,865,9.6,1,0,1,0,0,3,1,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.3,0.6,0.04,0.03,0.07,0.04,0.07,Partidos,2020-2021,Cádiz
2457,Pedro Alcalá,es ESP,DF,31,13,8,909,10.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Partidos,2020-2021,Cádiz
2458,Filip Malbašić,rs SRB,"DL,CC",27,28,8,860,9.6,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.6,0.6,0.0,0.6,0.06,0.00,0.06,0.06,0.06,Partidos,2020-2021,Cádiz
2459,Jon Ander Garrido,es ESP,CC,30,23,7,800,8.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Partidos,2020-2021,Cádiz
2460,Iván Alejo,es ESP,"CC,DL",25,22,6,827,9.2,1,1,1,0,0,5,0,0.11,0.11,0.22,0.11,0.22,1.0,1.0,0.8,1.7,0.11,0.08,0.19,0.11,0.19,Partidos,2020-2021,Cádiz
2461,Jorge Pombo,es ESP,"DL,CC",26,12,5,523,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.3,1.3,0.4,1.7,0.23,0.07,0.29,0.23,0.29,Partidos,2020-2021,Cádiz
2462,Augusto Fernández,ar ARG,CC,34,12,4,369,4.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2020-2021,Cádiz
2463,David Gil,es ESP,PO,26,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2020-2021,Cádiz
2464,Álvaro Giménez,es ESP,"DL,CC",29,11,3,407,4.5,2,1,2,0,0,0,0,0.44,0.22,0.66,0.44,0.66,1.4,1.4,0.0,1.4,0.31,0.01,0.32,0.31,0.32,Partidos,2020-2021,Cádiz
2465,Ivan Šaponjić,rs SRB,DL,22,9,3,388,4.3,1,0,0,1,1,2,0,0.23,0.00,0.23,0.00,0.00,1.7,0.9,0.0,0.9,0.40,0.00,0.40,0.22,0.22,Partidos,2020-2021,Cádiz
2466,Yann Bodiger,fr FRA,CC,25,9,2,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Partidos,2020-2021,Cádiz
2467,Alberto Cifuentes,es ESP,PO,41,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Partidos,2020-2021,Cádiz
